-2.132398687372269452e-01,-5.494468766162607931e-01
-1.771963397714134900e-02,-4.816545293172207892e-02
5.765808097939384771e-03,1.204732173941694753e-02
-9.203494000576368378e-03,-2.633148379299026648e-02
4.152465943806674456e-03,7.910980286542291379e-03
-9.203494000576368378e-03,-2.633148379299026648e-02
4.152465943806674456e-03,7.910980286542291379e-03
-7.590151846443656328e-03,-2.219514234011561032e-02
4.152465943806674456e-03,7.910980286542291379e-03
-5.977082208790194216e-03,-1.805949957425339106e-02
4.152465943806674456e-03,7.910980286542291379e-03
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
-3.782027300512772090e-03,-1.243174318966628993e-02
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-9.203494000576368378e-03,-2.633148379299026648e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
2.539227036963998940e-03,3.774903542579245014e-03
4.152465943806674456e-03,7.910980286542291379e-03
1.057623398116078021e-03,-2.368222696636987368e-05
5.765808097939384771e-03,1.204732173941694753e-02
4.152465943806674456e-03,7.910980286542291379e-03
4.152465943806674456e-03,7.910980286542291379e-03
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-9.653336195637938350e-03,-2.748480450299524078e-02
-8.040266557984473636e-03,-2.334916173713302151e-02
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
9.259881301213238568e-04,-3.611732013837996164e-04
2.539227036963998940e-03,3.774903542579245014e-03
9.259881301213238568e-04,-3.611732013837996164e-04
2.539227036963998940e-03,3.774903542579245014e-03
2.539227036963998940e-03,3.774903542579245014e-03
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
9.259881301213238568e-04,-3.611732013837996164e-04
-4.363674032758306162e-03,-1.392298885218951933e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-7.590151846443656328e-03,-2.219514234011561032e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-4.363674032758306162e-03,-1.392298885218951933e-02
-5.977082208790194216e-03,-1.805949957425339106e-02
